电影·频道,#genre#
周润发影院[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
吴京作品集[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
古天乐影院[1280*720],http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
古天乐影院[1280*720],http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
郭富城影院[1280*720],http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
郭富城影院[1280*720],http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
成龙作品集[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
成龙作品集[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
kk经典电影[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
kk经典电影[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
电影4[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
电影4[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
港台电影1[1280*720][1280*720],http://migu.jilu8.cn/3221231583/index.m3u8
国产电影1[1280*720][1280*720],http://migu.jilu8.cn/3221231585/index.m3u8
超级电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225766/index.m3u8
超级电影[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
超级电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
KiD影院1[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
KiD影院2[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
KiD影院4[1280*720],http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
KiD影院5[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
KiD影院6[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
KiD影院7[1280*720],http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
KiD影院7[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
KiD影院9[859*480],http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822/index.m3u8
KiD影院10[859*480],http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318/index.m3u8
高分影院[859*480],http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198191
笑欢剧场[859*480],http://112.74.200.9:88/tv000000/m3u8.php?/migu/623674859
黑莓电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影[1920*1080],http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
黑莓电影[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8
CHC动作电影2[1920*1080],http://111.20.33.79/wh7f454c46tw2676886234_1042025358/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影3[1920*1080],http://111.20.33.93/wh7f454c46tw66682855_961085433/PLTV/88888893/224/3221226465/index.m3u8
CHC高清电影5[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院8[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC家庭影院9[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231799/index.m3u8
①电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231556/index.m3u8
②电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231627/index.m3u8
③电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231504/index.m3u8
④电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231564/index.m3u8
⑤电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231565/index.m3u8
⑥电影轮播[1280*720],http://117.148.179.157/PLTV/88888888/224/3221231787/index.m3u8
⑧电影轮播[1280*720],http://117.148.179.157/PLTV/88888888/224/3221231763/index.m3u8
⑴电影轮播[852*478],http://bp-caster.bestv.com.cn/494/1/video.m3u8
⑵电影轮播[852*478],http://bp-caster.bestv.com.cn/532/1/video.m3u8
⑶电影轮播[852*478],http://bp-caster.bestv.com.cn/490/1/video.m3u8
⑷电影轮播[852*478],http://bp-caster.bestv.com.cn/480/1/video.m3u8
⒈电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231556/index.m3u8
⒉电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231627/index.m3u8
⒊电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231504/index.m3u8
⒋电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231564/index.m3u8
⒌电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231565/index.m3u8
⒍电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231568/index.m3u8
⒎电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231583/index.m3u8
⒏电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231628/index.m3u8
⒐电影轮播[859*480],http://117.148.179.163/PLTV/88888888/224/3221231498/index.m3u8
⒑电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231624/index.m3u8
⒒电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231627/index.m3u8
⒓电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231628/index.m3u8
⒔电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231634/index.m3u8
⒔电影轮播[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
⒕电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231637/index.m3u8
⒖电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231640/index.m3u8
⒗电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231643/index.m3u8
⒘电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231645/index.m3u8
⒙电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231652/index.m3u8
⒚电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231657/index.m3u8
⒛电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231672/index.m3u8
21电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231679/index.m3u8
22电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231699/index.m3u8
23电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231727/index.m3u8
24电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231763/index.m3u8
25电影轮播[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231787/index.m3u8
谍战剧场[859*480],http://112.74.200.9:88/tv000000/m3u8.php/migu/634274665
超级电影4M[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
超级电视剧4M[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225625/index.m3u8
黑猫电影[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
海西电影[720*576],http://stream.haixitv.cn/1/sd/live.m3u8
CHC动作电影[859*480],http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC家庭电影[1920*1080],http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
EVD高分电影放映厅HD[1280*720],http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
DVD电电影HD[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231640/index.m3u8
金庸武侠电影HD[1280*720],http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
老故事[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8
天映经典[768*576],http://gxfrg007.8800.org:8282/tsfile/live/1053_1.m3u8
福州影视[1920*1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
隆化影视[1047*576],http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
西安文化影视[720*576],http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226369/index.m3u8
陕西影视[768*576],http://111.20.45.167/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226360/index.m3u8
陕西都市青春[768*576],http://111.20.45.169/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226358/index.m3u8
河北影视[320*240],http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
菏泽影视[1280*720],http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
衡水影视娱乐[720*480],http://hls.hsrtv.cn/hls/hstv2.m3u8
黄骅影视[1047*576],http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
惠民影视[480*360],https://jsylivealone302.iqilu.com/live/huimin_tv02.m3u8
江苏徐州影视[1920*1080],http://183.207.248.15/PLTV/3/224/3221225949/index.m3u8
金马影院[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
CHC家庭影院[1920*1080],http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院[1920*1080],http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院[1920*1080],http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC高清电影[1920*1080],http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC高清电影[1920*1080],http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC高清电影[1920*1080],http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC高清电影[1920*1080],http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC动作电影[1920*1080],http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影[1920*1080],http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影[1920*1080],http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影[1920*1080],http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
电影1[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
电影2[1280*720],http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
电影3[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
电影台1[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231645/index.m3u8
电影台2[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231643/index.m3u8
电影台3[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
电影台4[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231652/index.m3u8
电影台5[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231679/index.m3u8
电影台6[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231687/index.m3u8
电影台7[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231688/index.m3u8
电影台8[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231699/index.m3u8
电影台9[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231709/index.m3u8
电影台10[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231742/index.m3u8
电影台11[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231787/index.m3u8
电影台12[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231564/index.m3u8
电影台13[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231516/index.m3u8
电影台14[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231790/index.m3u8
电影台15[859*480],http://117.148.179.160/PLTV/88888888/224/3221231498/index.m3u8
电影台17[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231565/index.m3u8
电影台18[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231513/index.m3u8
电影台20[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231754/index.m3u8
电影台21[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231562/index.m3u8
电影台22[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231504/index.m3u8
电影台23[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231757/index.m3u8
电影台24[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231621/index.m3u8
超级电视剧[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225625/index.m3u8
超级电视剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电视剧[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
超级电视剧[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
超级综艺[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225768/index.m3u8
超级体育[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225767/index.m3u8
仙界®东北热剧_蓝光LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
仙界®欢乐剧场_蓝光超清LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8
仙界®爱情喜剧_蓝光超清LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
仙界®哈哈炫动_蓝光超清LD[785*576],http://39.134.66.66/PLTV/88888888/224/3221225534/index.m3u8
仙界®精品大剧_蓝光超清LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
仙界®惊悚悬疑_蓝光超清LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
仙界®动作电影_蓝光超清LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225555/index.m3u8
仙界®超级电视剧HD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
仙界®超级电影台HD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
K K_喜剧电影[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
K K_女神影院[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
喜剧电影[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
女神影院[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
4K剧场[1280*720],http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
4K剧场[1280*720],http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
爱情公寓[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
爱情公寓[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
红色谍战剧场[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
红色谍战剧场[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林剧场[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
少林剧场[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁杰[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
神探狄仁杰[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黄金剧场[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
黄金剧场[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追剧少女[1280*720],http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
追剧少女[1280*720],http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古龙作品集[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
古龙作品集[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
经典贺岁片[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
经典贺岁片[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
福州影视FHD[1920*1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州影视FHD[1920*1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
海西影视[720*576],http://stream.haixitv.cn/1/sd/live.m3u8
海西影视[720*576],http://stream.haixitv.cn/1/sd/live.m3u8
体育赛事FHD[1920*1080],http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1590394299-1.m3u8
体育赛事FHD[1920*1080],http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1590394299-1.m3u8
数码时代高清FHD[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
数码时代高清FHD[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
电影[1920*800],https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0000/c51103da90f442339e892f8711ab0998
电影[1920*800],https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0000/c51103da90f442339e892f8711ab0998
韩国劲舞[1280*720],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgv5iohQYo__u7rAY.mp4
喜剧联盟[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
怀旧老片[1280*720],http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
古龙作品集[859*480],http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
周星驰影院[859*480],http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112
林正英电影[1280*720],https://3954-quic.liveplay.myqcloud.com/live/3954_363783415.flv
林正英电影[1280*720],https://3954-quic.liveplay.myqcloud.com/live/3954_363783415.flv
kk影视[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
女神经典[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
求索科学[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
新片放映廳[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
新片放映廳[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盜墓方法論[1280*720],http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
盜墓方法論[1280*720],http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
試膽大會[1280*720],http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
試膽大會[1280*720],http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能燒腦時刻[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
高能燒腦時刻[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
军旅剧场[1280*720],http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
SNH48剧场公演[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
武侠剧场[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
四海钓鱼[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231718/index.m3u8
4k国际电影[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
相声专场[852*478],http://bp-caster.bestv.com.cn/512/1/video.m3u8
电影-1[852*478],http://bp-caster.bestv.com.cn/494/1/video.m3u8
电影-2[852*478],http://bp-caster.bestv.com.cn/532/1/video.m3u8
电影-4[852*478],http://bp-caster.bestv.com.cn/490/1/video.m3u8
电影-5[852*478],http://bp-caster.bestv.com.cn/480/1/video.m3u8
七彩戏剧[848*478],https://bp-caster.bestv.com.cn/250/1/video.m3u8
星光影视HD[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
蓝光影[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
kk电影频道1[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
kk电影频道1[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
kk电影频道2[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
kk电影频道2[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
SNH48劇場公演[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
SNH48劇場公演[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
周潤發[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
周星馳[1280*720],http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
成龍[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
張國榮[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
郭富城[1280*720],http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
吳京[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
劉德華[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
楊冪[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
劉亦菲[1280*720],http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
古天樂[1280*720],http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
金庸頻道[1280*720],http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
金庸頻道[1280*720],http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
喜劇聯盟[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
古天樂影院[1280*720],http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
成龍作品集[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
張國榮影院[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
周潤發影院[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
懷舊老片[1280*720],http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
周星馳影院[1280*720],http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
午夜失眠劇場[1280*720],http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
吳京作品集[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
每日科幻電影[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
劉德華影院[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
殭屍劇場[1280*720],http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
劉亦菲影視展播[1280*720],http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
TVB劇場[1280*720],http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
楊冪作品集[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
4K劇場[1280*720],http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
愛情公寓[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
軍旅劇場[1280*720],http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
紅色諜戰劇場[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林劇場[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁傑[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黃金劇場[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追劇少女[1280*720],http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古龍作品集[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
經典賀歲片[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日薦影[1280*720],http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武俠劇場[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
KK_喜剧电影[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
KK_女神影院[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
南宁影视娱乐[1280*720],http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
精品電影,http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
CHC动作电影,http://111.20.41.248/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8?from=everydaytv4.2
CHC动作电影,http://39.134.19.252:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC动作电影,http://39.134.19.251:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
